name,address,about,review_count,rating,rating_description,rating_Location,rating_Cleanliness,rating_Service,rating_Value,Property_amenities,Room_features,Room_types,hotel_class,walkability_score,walkability_description,nearby_restaurant_count,nearby_attraction_count,price_range,formerly_known_as,location,number_of_rooms
RedDoorz @ The Providence Tower,"Corner Estrada St. Leon Guinto Street The Providence Tower, Manila, Luzon 1004 Philippines","Ideal stay option for Family Vacations, Couples and Solo Travellers.",1,4.0,Very good,5.0,,4.0,4.0,,,,2.0,85,Good for walkers,52,6,"₱1,018",,Philippines,
8Hostel,"Isabelle de Hidalgo Condominium 811 Carcer, Hidalgo, Manila, Luzon 1001 Philippines","The 8Condotel-Hostel offers a very affordable couple private room & group room - transient at Quiapo Manila, Condominium. Located front of Manuel L. Quezon University at Carcer, Hidalgo, Quiapo Manila and welcomes all its guests to limitless hospitality, our vision is to provide executive class service to all our guests and to put ourselves as the executive choice amongst the business traveler, contemporary and uber. Location is very accessible for touring historical places in Manila.",8,4.0,Very good,4.0,5.0,5.0,4.5,"Free High Speed Internet (WiFi),Wifi,Darts,Children Activities (Kid / Family Friendly),Baggage storage,Non-smoking hotel,24-hour front desk","Air conditioning,Room service,Refrigerator,Flatscreen TV,Bath / shower,Complimentary toiletries","Non-smoking rooms,Suites,Family rooms",,80,Somewhat walkable,24,9,₱622,,Philippines,17
Hotel Juliano,"1171 L.M. Guerrero Street Ermita, Manila, Luzon 1000 Philippines","<div><p>See why so many travelers make Hotel Juliano their small hotel of choice when visiting Manila. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.</p><p>Hotel Juliano is a budget friendly small hotel offering air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.</p><p>The small hotel features a 24 hour front desk, a concierge, and 24 hour check-in. For guests with a vehicle, parking is available.</p><p>Close to some of Manila's most popular landmarks, such as Paco Park (0.6 mi) and Monastery of Saint Agustin (0.8 mi), Hotel Juliano is a great destination for tourists.</p><p>When you’re feeling hungry, be sure to check out Spiral, Dads-Saisaki-Kamayan, and Yakimix, which are some sushi restaurants that are popular with locals and out-of-towners alike.</p><p>Should time allow, Fort Santiago, Intramuros, and Rizal Park are some popular attractions that are within walking distance.</p><p>We’re sure you’ll enjoy your stay at Hotel Juliano as you experience all of the things Manila has to offer.</p><p></p></div>",35,3.5,Very good,4.0,4.0,4.0,3.5,"Free public parking nearby,Free High Speed Internet (WiFi),Breakfast in the room,Children Activities (Kid / Family Friendly),Airport transportation,Baggage storage,Concierge,24-hour check-in,Street parking,Wifi,Vending machine,Taxi service,Non-smoking hotel,24-hour front desk,Private check-in / check-out,Ironing service","Air conditioning,Housekeeping","Non-smoking rooms,Suites,Family rooms,Smoking rooms available",2.0,97,Great for walkers,93,17,"₱1,074",,Philippines,40
Manila Crown Palace Hotel,"1726 Adriatico St. Corner Alonzo St., Manila, Luzon 0913 Philippines","Manila Crown Palace Hotel is centrally located in Malate district of Manila, Philippines. We offer our guests a well-furnished suites and room that will display a timeless style and grace. It is the best place to begin your exciting visit to Manila with its most famous attractions such as Intramuros and Rizal Park. Great malls and bargain districts are also within your reach such as Robinsons Place Manila, Manila Bay, and SM Mall of Asia.",52,3.0,Average,3.5,3.0,3.0,3.0,"Free private parking nearby,Free High Speed Internet (WiFi),Bar / lounge,Children Activities (Kid / Family Friendly),Airport transportation,Baggage storage,Concierge,24-hour front desk,Valet parking,Wifi,Coffee shop,Restaurant,Breakfast in the room,Wine / champagne,Car hire,Currency exchange,Newspaper,Non-smoking hotel,Dry cleaning,Laundry service,Ironing service","Bathrobes,Air conditioning,Desk,Interconnected rooms available,Room service,Coffee / tea maker,Minibar,Bath / shower,Safe,Seating area,Telephone,VIP room facilities,Bottled water,Clothes rack,Wake-up service / alarm clock,Refrigerator,Complimentary toiletries,Hair dryer","Non-smoking rooms,Smoking rooms available",3.0,97,Great for walkers,193,16,"₱1,074",,Philippines,44
Hotel Ava Malate (formerly Victoria Court),"2184 Madre Ignacia Street Malate, Manila, Luzon Philippines","Hotel Ava Malate, located at the heart of Manila, is only a five-minute walk to the renowned Manila Bay Sunset Strip and the Baywalk Party Hub. This highly-accessible drive-in hotel is close to various shopping malls, churches, restaurants, casinos, golf courses and historical landmarks. Guests can stay at one of the spacious suites that are stylishly designed to provide comfort and a relaxing atmosphere for a restful night's sleep. All rooms are air conditioned with cable TV and a safety vault. Among other convenient amenities provided are a hot and cold shower, shampoo, soap, bath and hand towels. Free wi-fi is available in all rooms. To make your stay even more enjoyable, you can indulge in the 24-hour room service menu to satisfy any craving. Hotel Avat Malate offers cozy accommodations and courteous service to make each stay a pleasant one. Dare to stay... only at Hotel Ava Malate.",48,3.5,Very good,4.0,4.0,4.0,4.0,"Free parking,Free High Speed Internet (WiFi),Hot tub,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Baggage storage,Non-smoking hotel,24-hour front desk,Wifi,Express check-in / check-out,Private check-in / check-out","Air conditioning,Housekeeping,Room service","Non-smoking rooms,Suites",2.0,82,Good for walkers,45,6,"₱1,527",,Philippines,100
ZEN Rooms Sun Star Manila,"665-667 Quezon Boulevard Corner Esperanza Street, Manila, Luzon 1001 Philippines","<div><p>See why so many travelers make Sun Star Grand Hotel their hotel of choice when visiting Manila. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.</p><p>Nearby landmarks such as Quiapo Church (0.2 mi) and Manila Cathedral (1.0 mi) make Sun Star Grand Hotel a great place to stay when visiting Manila.</p><p>As your “home away from home,” the hotel rooms offer air conditioning, and getting online is easy, with free wifi available.</p><p>Guests have access to a 24 hour front desk, room service, and baggage storage while staying at Sun Star Grand Hotel.</p><p>When you’re feeling hungry, be sure to check out Harbor View Restaurant, Sky Deck on Bayleaf Hotel, and Samgyupsalamat, which are some Asian restaurants that are popular with locals and out-of-towners alike.</p><p>During your visit, be sure to check out popular attractions like Divisoria Market (1.0 mi), Fort Santiago (1.1 mi), and Chinatown (0.9 mi), which are all within walking distance of the hotel.</p><p>At Sun Star Grand Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Manila.</p><p></p></div>",74,4.0,Very good,3.5,4.5,4.0,4.0,"Free High Speed Internet (WiFi),Free breakfast,Karaoke,Children Activities (Kid / Family Friendly),Airport transportation,Banquet room,Meeting rooms,24-hour security,Wifi,Breakfast in the room,Baggage storage,Non-smoking hotel,24-hour front desk,Ironing service","Air conditioning,Housekeeping,Room service,Seating area,Minibar,Refrigerator,Cable / satellite TV,Bidet,Telephone,Bottled water,Bath / shower,Complimentary toiletries,Hair dryer","Non-smoking rooms,Suites,Family rooms",3.0,86,Good for walkers,28,6,"₱1,527",Sun Star Grand Hotel,Philippines,
OYO 766 Ichehan Apartments,"538, R. Cristobal Street, Sampaloc, 4th District, Manila, Luzon 1008 Philippines","<span class=""QewHA H4 _a""><span>A nice place to stay, where within Manila and Makati at the same vicinity. Crew are kind, room is clean, you can see the cleanliness of the room as per photo they've post on there site, got only one parking space but got it on an early reservation. Area may a bit far from the main city, but you can feel the ambience of local recidence of Manila...</span></span>",1,5.0,Excellent,,,,,,,,2.0,52,Somewhat walkable,36,4,₱795,,Philippines,
Reddoorz @ PIY Margal Sampaloc Manila,"Piy Margal Street, Manila, Luzon 1008 Philippines","RedDoorz @ PIY Margal Sampaloc Manila is a budget hotel that is conveniently situated at the heart of Manila City. It offers safe and comfortable spaces for those looking to visit the famous attractions within the area. The affordable accommodation has rooms that are furnished with comfortable beds, reliable Wi-Fi connection, hot and cold showers, cable TV, toiletries, and bottled water. The well-trained and polite staff are eager to assist guests in any and all requests and inquiries, 24 hours a day. Enhanced Health Protocols We’re taking extra measures to ensure you'll have a safe stay with us. All of our RedDoorz Hotels through its staff, implement checking of body temperature and advise guests to fulfill health declaration forms upon check in. Alcohol stations can also be found in hotel lobbies and frequently-touched surfaces are cleaned. Rest assured that we are doing these regularly and we strictly follow the mandated hygiene and sanitation protocols.",3,1.5,Poor,,,,,,,,2.0,56,Somewhat walkable,52,3,₱625,,Philippines,
ZEN Rooms V Plaza Manila,"3003 Juan Luna Street, Manila, Luzon 1013 Philippines","<span class=""QewHA H4 _a""><span>Very bad experience. Booked this last minute online and it was nothing but regrets,. We caught 2 rats in our room. The employees didn't seem to care. No hot water for the shower and very bad wifi. Definitely stay clear of this place. Horrible motel in a very shady part of Manila.</span></span>",1,1.0,Terrible,,1.0,1.0,1.0,,,,3.0,,,,,₱565,,Philippines,
RedDoorz @ V-Cat Apartelle,"1810 Blumentritt Ext Sampaloc, Manila, Luzon 1014 Philippines","A popular budget hotel in Manila OYO 490 V-cat Apartelle remains in limelight for multiple reasons. This budget hotel in Manila, National Capital Region is located at a distance of about 0.75 km from Balumpare Arch. It is located only 15.8 km from the Ninoy Aquino International Airport. A perfect blend of comfort and peace, this modern property is lazed up with standardized interiors and contemporary necessities for a delightful stay. This hotel features some basic amenities like 24/7 Checkin, CCTV Cameras, Free Wifi for the ease and convenience of the guests.",1,1.0,Terrible,,,,,,,,2.0,47,Car recommended,32,2,₱679,OYO 490 V-Cat Apartelle,Philippines,22
Manila Manor Hotel,"1660 J.Bocobo St Malate, Manila, Luzon 1004 Philippines","<div><p>See why so many travelers make Manila Manor Hotel their hotel of choice when visiting Manila. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travelers like you.</p><p>Guest rooms offer amenities such as a flat screen TV, air conditioning, and a desk, and guests can go online with free internet access offered by the hotel.</p><p>Manila Manor Hotel features a 24 hour front desk, room service, and baggage storage, to help make your stay more enjoyable. The property also boasts a sauna and an on-site restaurant. If you are driving to Manila Manor Hotel, parking is available.</p><p>Given the close proximity of popular landmarks, such as Malate Church (0.3 mi) and Casa Manila (1.3 mi), guests of Manila Manor Hotel can easily experience some of Manila's most well known attractions.</p><p>If you’re looking for a sushi restaurant, consider a visit to Spiral, Dads-Saisaki-Kamayan, or Yakimix, which are all conveniently located a short distance from Manila Manor Hotel.</p><p>If you are interested in exploring Manila, check out one of the gardens, such as San Diego Gardens, Father Blanco's Garden, and Chinese Garden.</p><p>We’re sure you’ll enjoy your stay at Manila Manor Hotel as you experience all of the things Manila has to offer.</p><p></p></div>",74,2.0,Poor,3.5,2.0,2.5,2.5,"Paid public parking nearby,Free internet,Sauna,Coffee shop,Children Activities (Kid / Family Friendly),Conference facilities,Banquet room,Massage,Parking,Wifi,Restaurant,Meeting rooms,Baggage storage,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Ironing service","Air conditioning,Desk,Private balcony,Safe,Microwave,Flatscreen TV,Bath / shower","Non-smoking rooms,Suites,Family rooms",2.5,99,Great for walkers,203,13,₱961,,Philippines,60
Palm Hotel,"524 Pedro Gil St Adriatico Street, Manila, Luzon 1004 Philippines","Palm Hotel (formerly Palm Grove Hotel) is manage by Transway Hotels Group Corp; located at 524 Pedro Gil Corner M. Adriatico St., Malate Manila. The hotel is located just a few steps away from Robinsons Place Manila. It was also accessible to various places within the city for the guests to visit during their stay at the City of Manila.",265,3.5,Very good,4.5,3.5,3.5,3.5,"Free High Speed Internet (WiFi),Wifi,Restaurant,Breakfast available,24-hour security,Baggage storage,24-hour front desk,Laundry service,Concierge,Currency exchange,Non-smoking hotel","Air conditioning,Housekeeping,Room service,Safe,Coffee / tea maker,Refrigerator,Flatscreen TV,Hair dryer,Iron","City view,Non-smoking rooms,Smoking rooms available",3.0,99,Great for walkers,196,17,"₱2,092",,Philippines,129
